date,murder,attempted_murder,accessory_murder,manslaughter,assault_domestic,assault_nondomestic,assault_police,assault_sexual,sexual_other,abduction,robbery_unarmed,robbery_gun,robbery_nogun,blackmail,stalking,offence_against_person,be_dwelling,be_nondwelling,handling_stolen,theft_car,theft_incar,theft_store,theft_dwelling,theft_person,theft_stock,fraud,theft_other,arson,damage,possession_cocaine,possession_narcotics,possession_cannibis,possession_amphetamines,possession_ecstasy,possession_other,dealing_cocaine,dealing_narcotics,dealing_cannabis,dealing_amphetamines,dealing_ecstasy,dealing_other,cultivating_cannabis,manufacture_drug,importing_drugs,drug_other,weapons_offence,trespass,offensive_conduct,offensive_language,criminal_intent,gaming_offence,drink_offence,porn_offence,prostitution_offence,escape_custody,breach_avo,breach_bail,fail_to_appear,resist_officer,against_justice,transport_offence,other
1/1/1995,9,1,0,0,613,2414,195,235,394,15,413,84,178,1,346,96,4988,3629,418,3857,4447,1658,2298,826,74,1257,3913,268,6178,8,109,663,51,3,25,3,21,58,27,0,6,343,0,1,179,275,252,317,536,167,3,67,2,49,36,267,135,141,397,300,40,596
2/1/1995,11,3,2,2,591,2277,177,157,345,16,333,60,105,2,336,69,4110,2981,438,3694,4485,1713,1960,715,59,1229,3552,198,5351,9,84,737,86,6,23,6,42,121,50,1,9,349,1,0,192,283,235,264,469,138,3,72,3,17,29,240,115,143,347,294,57,516
3/1/1995,10,4,0,1,625,2381,181,199,434,23,366,58,122,2,436,81,4951,3369,541,4134,4468,1901,2061,764,83,1637,3960,209,5752,13,139,948,80,4,23,6,90,162,34,1,8,339,1,1,206,329,225,275,480,133,6,99,4,35,34,292,144,135,338,387,57,560
4/1/1995,11,6,0,2,638,2158,177,188,333,22,363,70,129,1,423,84,4656,3202,475,3583,3953,1734,1846,740,58,1541,3446,252,5529,16,102,919,61,2,27,5,37,172,22,2,4,236,0,2,195,357,242,247,425,149,8,101,1,52,24,285,131,121,322,304,53,492
5/1/1995,7,5,2,1,602,2127,131,148,342,14,358,68,153,3,478,72,4855,3343,521,3833,3873,2086,2029,859,79,1325,3811,231,5739,16,110,849,57,2,36,13,61,113,20,2,13,136,0,1,206,300,248,219,383,152,4,87,3,35,23,286,139,158,289,384,86,616
6/1/1995,10,1,0,0,608,2136,146,160,314,13,319,83,120,1,533,72,4932,3181,597,3643,4292,1935,1953,817,80,1323,3575,229,5610,6,115,835,91,1,15,5,76,122,35,2,12,130,3,0,217,346,227,219,357,139,7,68,3,28,20,296,123,173,282,329,66,544
7/1/1995,8,5,0,1,639,2136,154,174,272,19,361,55,153,0,521,83,4967,3435,522,3812,4419,1963,2094,740,86,1408,3674,280,6226,21,108,709,70,5,22,14,81,77,19,3,5,116,0,0,184,392,221,216,324,146,5,58,1,31,26,300,121,158,281,357,84,586
8/1/1995,14,1,1,0,741,2322,119,229,428,23,335,67,159,2,622,61,5524,3431,584,3938,4839,1933,2196,792,73,1648,3953,304,5789,14,107,704,70,4,22,7,64,93,23,2,5,176,1,3,240,348,240,197,331,136,2,81,6,35,30,340,123,192,217,365,87,660
9/1/1995,10,6,0,1,714,2407,135,218,359,13,360,47,152,3,618,75,5569,3437,596,4068,5078,1988,2113,782,73,1536,3784,273,6161,7,103,668,69,3,24,1,77,75,23,1,7,181,0,0,156,304,252,228,345,138,3,109,3,31,28,318,141,160,305,394,53,603
10/1/1995,9,9,1,0,830,2605,148,196,391,21,412,51,215,1,583,89,5721,3607,614,4319,5503,1971,2348,918,69,1917,4243,329,6867,10,119,649,63,9,22,6,62,85,23,6,8,227,2,2,170,308,252,216,357,152,4,99,1,50,39,343,168,174,254,385,52,547
11/1/1995,10,9,0,1,851,2560,130,235,397,37,410,60,208,2,642,66,5137,3406,502,4197,5302,2032,2110,920,82,1652,3924,269,6059,9,107,708,43,5,17,5,64,65,16,3,4,270,0,0,177,377,247,226,356,157,2,109,1,29,36,376,162,178,295,390,49,575
12/1/1995,14,10,0,0,948,2953,185,209,427,12,432,78,221,1,524,85,5589,3361,499,3937,5189,2036,2207,876,72,1586,4003,332,6474,11,98,725,55,6,18,4,60,87,22,5,2,317,2,1,188,304,303,302,502,158,5,127,2,19,35,386,144,163,385,391,62,624
1/1/1996,11,3,0,0,1019,2707,185,325,468,18,403,89,170,2,689,73,6107,3537,646,4052,5406,1838,2503,807,64,1967,4351,316,6493,12,112,815,66,3,29,7,58,198,27,3,8,430,1,0,218,350,330,285,519,157,5,86,1,30,32,442,184,221,364,481,75,702
2/1/1996,9,6,0,0,897,2562,163,187,404,16,337,79,166,1,624,70,5460,3292,552,3949,4867,1793,2261,772,64,1643,4194,345,5786,5,121,955,45,5,31,2,48,109,15,2,6,430,2,2,236,375,260,238,427,128,5,92,6,29,26,392,173,188,315,471,60,635
3/1/1996,17,9,0,1,989,2978,173,248,479,13,427,78,190,0,631,81,5999,3371,628,4265,5131,1859,2238,901,79,1814,4439,323,6433,7,133,1067,69,7,33,6,63,133,25,7,10,412,2,1,236,404,325,292,451,128,7,133,5,22,26,418,170,178,321,478,78,667
4/1/1996,6,10,0,2,900,2432,148,286,521,21,379,76,207,1,672,67,5603,3274,569,3522,4665,1696,2159,905,58,1546,4263,318,5935,10,121,947,56,5,25,11,56,109,19,3,7,231,5,0,234,332,288,221,425,143,11,155,0,24,31,401,170,235,326,544,68,629
5/1/1996,8,7,1,3,988,2545,167,285,542,23,485,104,186,1,783,68,6275,3424,647,3969,5181,2088,2312,830,75,2053,4325,333,6005,15,128,998,51,5,22,13,89,133,25,0,8,171,0,0,235,443,282,253,403,145,10,114,0,76,44,485,185,212,296,482,76,686
6/1/1996,5,6,0,4,1233,2563,155,260,517,30,436,112,188,5,697,59,6093,3634,608,3751,5211,2018,2273,789,62,1929,4053,386,6372,10,123,827,59,3,29,3,51,103,14,1,7,116,5,0,233,318,300,182,340,155,15,198,0,16,35,452,175,174,281,485,83,621
7/1/1996,8,6,0,1,1102,2291,162,228,422,24,383,73,183,6,837,50,6315,3799,599,3787,5544,1914,2336,713,60,1867,4365,378,6842,7,167,728,50,4,22,7,61,116,18,2,5,138,1,2,227,383,283,212,302,172,11,131,2,7,39,496,174,189,270,505,82,675
8/1/1996,7,6,0,2,1144,2632,173,324,520,22,342,80,192,2,738,75,6702,3821,626,4353,5397,1966,2240,646,74,2003,4225,464,7016,8,153,727,44,2,43,5,42,75,17,3,12,120,3,2,213,364,293,255,353,148,12,129,5,40,26,486,154,199,377,512,69,651
9/1/1996,8,6,0,0,1218,2723,211,238,458,35,367,79,173,1,717,66,6280,3993,578,4247,5346,1683,2414,747,64,1897,4283,407,6698,9,146,639,36,7,36,36,43,68,16,1,11,135,0,2,213,320,302,245,349,153,10,155,5,15,28,498,155,208,332,517,74,630
10/1/1996,18,10,3,2,1272,2823,174,287,447,31,427,81,215,8,740,74,6634,3787,867,4659,6132,1976,2627,851,66,2078,4499,440,7337,13,119,682,65,6,28,7,55,66,19,8,7,194,0,0,190,370,295,206,401,178,11,128,3,25,29,599,183,196,296,528,80,723
11/1/1996,10,6,2,1,1406,2833,196,257,462,19,467,83,217,4,807,44,6387,3627,675,4419,5419,1898,2338,930,64,1767,4529,409,6820,11,102,648,36,4,42,7,39,63,9,1,4,210,0,0,200,364,317,231,359,118,12,146,3,27,44,524,193,252,354,471,63,688
12/1/1996,9,13,3,2,1692,3101,256,216,399,19,437,71,232,1,819,58,6155,3942,626,4165,5361,1882,2518,939,69,1706,4472,356,6950,12,117,733,42,9,39,4,44,72,24,2,12,226,4,1,189,322,344,322,455,161,18,182,4,34,37,624,219,219,381,554,48,694
1/1/1997,9,9,0,5,1488,2780,263,300,551,29,493,85,306,9,869,57,6580,4149,823,4247,5682,1873,2588,958,66,1674,4715,394,6883,25,142,907,62,3,37,11,39,72,14,2,6,372,0,1,247,374,386,307,540,187,28,177,6,14,39,634,251,250,430,594,57,726
2/1/1997,6,9,1,1,1457,2763,212,309,473,17,498,92,297,6,856,51,6065,3595,624,4249,5029,1655,2206,896,55,2009,4382,386,5660,9,128,813,63,2,32,30,67,64,18,13,7,393,0,1,209,346,328,244,459,135,3,142,2,18,31,633,218,177,324,496,49,647
3/1/1997,11,8,0,2,1435,3312,212,286,633,44,646,80,307,6,962,61,6895,3632,717,4869,5832,1812,2391,977,71,2027,4814,424,6182,10,130,1010,84,4,26,12,54,99,16,3,6,321,3,3,312,446,377,282,467,180,6,229,4,15,39,635,224,223,373,532,56,766
4/1/1997,7,4,0,3,1266,2599,175,302,579,23,550,92,269,4,895,58,6496,3457,674,4266,5425,1819,2269,817,74,2182,4406,357,6136,10,120,906,66,9,22,10,53,85,22,7,4,241,3,1,224,374,339,218,403,181,7,131,0,19,34,635,202,212,283,428,65,612
5/1/1997,13,6,0,1,1171,2579,176,302,568,28,604,111,378,6,909,59,6866,3733,829,4671,6010,1998,2273,875,61,1952,4331,350,6061,19,128,1042,73,12,47,3,56,92,19,3,13,159,0,3,278,422,324,215,337,171,3,168,1,22,36,649,197,196,292,374,53,747
6/1/1997,8,7,0,0,1209,2477,192,242,483,22,510,132,332,2,864,53,6092,3633,813,4339,5550,1801,2219,825,52,2038,3930,361,6104,10,136,863,65,8,36,16,75,100,39,4,7,129,1,3,236,366,293,206,313,168,6,134,2,12,34,609,191,177,326,306,47,651
7/1/1997,12,3,1,0,1186,2540,151,289,483,17,508,172,346,5,929,68,6275,3629,796,4420,5925,1880,2257,861,72,2019,4123,386,6468,9,180,797,63,9,41,16,66,82,21,2,7,118,2,7,248,402,282,169,308,172,4,170,0,13,28,601,166,179,290,324,45,661
8/1/1997,5,4,0,2,1286,2824,209,381,590,22,449,141,318,12,884,60,6574,3545,765,4706,5907,1864,2300,747,68,2155,4338,383,6896,22,178,835,76,6,27,4,67,117,23,6,5,124,7,2,214,349,334,222,353,180,5,225,2,27,35,691,190,152,325,300,57,701
9/1/1997,5,8,1,1,1271,2804,192,342,518,29,495,126,340,1,887,61,6542,3927,832,4931,6233,1669,2272,832,54,2265,4455,382,7015,10,211,814,73,4,30,1,67,99,25,3,5,166,0,11,230,354,364,234,378,174,4,238,0,24,42,694,189,151,354,307,42,712
10/1/1997,13,13,3,1,1451,3001,197,343,533,31,497,138,353,4,864,72,6951,3891,930,5241,6777,1721,2444,897,76,1912,4776,481,7631,10,168,815,71,9,27,1,42,72,14,3,4,182,1,4,258,350,340,245,423,180,4,154,3,22,33,683,225,133,344,172,42,766
11/1/1997,18,8,0,1,1506,3260,265,317,539,35,487,113,416,4,878,65,6926,4051,811,4923,6362,1628,2462,919,53,2122,4857,443,7327,10,200,797,68,7,37,3,73,62,16,1,7,207,2,5,241,386,383,318,456,214,3,262,1,52,30,731,225,158,405,165,51,715
12/1/1997,11,16,0,1,1806,3466,313,321,551,24,565,100,387,3,930,53,6977,4202,840,4657,6242,1783,2657,1177,52,2318,4833,436,7201,15,182,908,84,6,42,9,58,94,48,12,6,268,6,2,229,402,414,301,520,195,2,269,0,11,42,832,247,171,469,203,46,754
1/1/1998,6,11,1,2,1750,3260,281,331,486,36,478,73,357,4,1063,44,7471,4238,977,4519,6506,1624,2788,975,51,2322,5205,370,6992,20,237,1009,102,11,66,8,47,92,39,2,13,332,0,1,261,330,443,306,565,227,1,248,2,54,40,925,321,172,496,238,61,854
2/1/1998,10,14,1,3,1526,3003,190,288,490,34,463,97,344,7,869,60,6493,3815,899,4391,5578,1625,2451,1020,53,2066,4877,385,5980,16,213,862,67,11,51,10,33,72,17,4,8,304,1,4,270,359,351,238,400,215,6,241,3,19,46,828,281,133,362,157,48,701
3/1/1998,11,20,0,4,1564,3352,239,306,483,28,554,100,463,7,1120,60,7244,4318,947,4906,6527,1807,2556,1110,62,2283,5413,417,7047,21,229,999,84,4,45,4,72,72,17,0,9,295,1,2,277,356,422,235,530,214,0,264,1,46,37,824,294,146,447,195,62,833
4/1/1998,15,7,3,1,1329,2741,224,264,438,27,570,87,473,8,966,58,7240,3792,797,4659,6160,1629,2574,1160,51,2318,4766,330,6769,12,218,871,59,6,49,5,41,100,30,4,8,177,5,5,234,337,365,229,430,188,3,268,1,39,39,753,230,138,394,175,53,759
5/1/1998,5,4,0,1,1368,2899,257,265,460,22,562,91,595,1,949,53,7612,4159,1070,4942,6325,1785,2550,892,62,2231,4974,389,6774,17,241,1052,110,7,46,11,30,91,32,4,9,136,4,1,267,357,344,250,440,211,5,308,10,17,42,753,267,168,445,192,73,802
6/1/1998,8,13,0,9,1272,2731,189,301,447,29,507,131,428,6,906,66,7203,4239,1098,4464,6365,1795,2437,819,79,2426,4555,389,7276,27,247,1102,107,14,35,6,66,145,30,6,9,134,5,3,276,398,415,212,426,193,1,364,1,25,35,748,244,122,351,130,59,680
7/1/1998,7,8,0,1,1350,2841,256,201,392,27,540,104,401,5,972,56,7237,4198,1056,4370,6609,1877,2468,818,76,2141,4550,439,7846,23,247,1002,132,13,42,14,51,100,21,6,1,101,3,0,270,594,355,251,493,168,1,287,10,20,35,728,220,140,418,155,50,793
8/1/1998,5,8,1,0,1377,3088,232,239,423,33,524,99,430,16,1091,61,7513,4238,1003,4641,6992,1815,2528,851,66,2250,4582,426,8359,23,267,892,107,11,27,10,79,92,19,4,1,108,3,1,242,620,412,274,490,205,1,385,2,34,36,785,242,136,440,158,95,743
9/1/1998,10,1,1,3,1414,3078,238,319,527,51,507,69,407,7,1090,80,7201,4018,982,4273,6393,1821,2535,875,68,2408,4632,343,7975,25,253,872,85,10,32,32,86,108,24,5,12,125,2,0,233,706,559,340,531,196,5,342,4,25,29,886,307,159,505,141,85,795
10/1/1998,9,4,0,4,1412,3304,276,293,469,56,583,90,412,2,1056,47,7300,4061,982,4486,5979,1757,2650,870,82,2614,4970,474,8195,38,254,863,118,13,30,16,76,67,31,8,6,147,4,5,241,720,594,345,574,225,3,391,0,19,30,867,289,122,575,197,84,766
11/1/1998,11,13,1,1,1505,3297,316,262,441,46,568,87,367,3,1128,61,6354,3943,852,4258,6059,1677,2493,961,63,1894,4764,375,8420,34,297,915,112,10,40,9,99,96,39,11,12,180,4,3,284,692,571,314,602,187,1,393,0,5,31,829,295,130,583,132,92,747
12/1/1998,9,9,1,1,1765,3449,315,247,369,41,542,83,384,3,935,51,6102,3697,870,3802,5855,1866,2603,1093,55,1954,4872,368,7860,25,319,862,111,18,41,9,93,65,25,10,9,255,9,2,259,816,567,412,721,187,1,400,1,10,36,846,332,128,739,143,100,864
1/1/1999,7,9,2,1,1921,3413,315,294,420,34,539,82,349,3,1072,67,7012,3481,1042,3942,6092,1834,2648,995,59,2165,5134,394,7710,21,307,969,125,10,51,12,57,76,18,1,11,277,2,0,248,754,704,392,730,204,1,360,6,27,41,936,368,127,704,140,102,885
2/1/1999,12,9,3,2,1518,3182,260,309,423,36,512,87,311,2,955,61,6029,3443,1045,3825,5542,1783,2263,984,69,2295,4758,344,6913,15,292,978,113,8,50,46,84,56,31,6,8,297,3,3,309,721,641,298,637,213,1,333,1,8,34,812,324,119,609,141,109,807
3/1/1999,17,17,1,1,1532,3330,278,305,460,34,560,70,359,7,1082,84,6715,3800,1218,3934,6067,1883,2567,1096,77,2579,5442,390,7694,21,354,1110,131,17,47,12,99,128,46,10,7,264,6,1,310,817,580,371,732,196,2,391,8,25,38,870,405,135,680,173,108,876
4/1/1999,8,9,1,0,1355,2757,254,228,347,25,589,77,340,7,1002,53,6221,3446,975,3781,6031,1796,2380,956,77,2429,4754,385,7247,33,255,1112,133,20,32,8,92,106,35,10,7,146,5,4,245,808,513,292,638,164,1,405,5,15,33,706,361,142,591,153,148,819
5/1/1999,14,10,1,1,1345,3012,197,249,442,27,528,82,411,2,1126,77,6554,3959,983,3979,6275,1901,2457,971,80,2122,5270,455,7723,15,262,1200,134,17,49,16,102,91,50,7,5,90,4,5,276,877,563,331,612,190,0,573,4,28,35,766,369,121,561,149,134,891
6/1/1999,13,10,1,0,1203,2672,210,294,430,29,477,68,320,3,992,59,5943,3973,1013,3672,6060,1742,2244,826,52,2271,5261,401,7164,8,221,1030,136,18,34,18,115,101,22,11,4,84,6,6,236,757,519,282,494,173,3,461,2,29,22,748,368,151,551,142,244,894
7/1/1999,7,11,3,1,1367,2713,226,225,352,26,466,81,332,4,999,55,6291,3854,987,4033,6657,1674,2395,865,67,2300,5483,416,7403,17,249,897,140,20,29,6,52,92,47,9,0,66,2,3,250,762,587,311,545,174,1,454,5,4,35,733,365,154,601,180,259,922
8/1/1999,12,5,0,0,1412,2946,230,241,408,29,521,86,347,2,1002,61,6307,4010,972,3949,7133,1826,2523,936,71,2385,5629,471,8168,15,268,849,157,20,34,15,67,80,19,4,4,80,3,0,219,755,627,310,552,209,1,414,5,18,32,730,381,128,594,209,320,976
9/1/1999,7,9,0,1,1364,3110,217,247,438,24,481,56,329,11,1067,80,6075,3939,964,4244,6746,1745,2596,916,60,2518,5775,451,7914,21,243,920,151,16,29,31,78,78,28,10,7,124,7,1,246,712,614,303,499,187,1,511,1,22,38,754,411,130,549,166,358,912
10/1/1999,11,7,0,1,1469,3193,240,221,418,44,539,46,362,4,1133,73,6674,4020,911,4425,7126,1567,2548,925,59,2266,5727,441,8475,14,194,815,155,18,37,9,48,63,44,6,2,108,7,0,214,686,665,330,497,214,1,479,12,21,39,777,442,144,585,144,247,927
11/1/1999,7,9,2,0,1508,3144,227,285,372,30,570,71,367,5,1101,67,6439,4072,1067,4245,7227,1667,2676,904,69,2182,5931,422,8146,11,185,833,131,11,26,7,42,64,47,4,8,213,2,2,233,715,585,307,461,203,1,394,2,8,32,822,348,127,546,167,301,926
12/1/1999,14,9,0,2,1692,3428,246,276,437,39,518,72,337,17,1181,60,6722,3925,893,4235,6778,1637,2690,1051,40,1841,5911,400,7472,12,193,796,155,22,36,29,36,57,29,25,3,192,9,8,213,644,648,338,500,170,0,549,2,5,50,882,364,107,563,146,235,953
1/1/2000,12,9,0,2,1887,3362,281,298,466,35,615,38,335,7,1201,77,7087,4267,1003,4167,7651,1519,3028,1161,57,1978,6435,511,8418,23,262,972,178,37,47,9,84,67,32,21,8,253,9,0,238,753,718,403,568,238,0,418,8,9,38,946,512,138,689,188,397,1136
2/1/2000,6,7,0,1,1631,3176,236,355,476,24,478,61,361,4,1217,65,6246,3992,956,4089,6751,1643,2695,921,61,2492,6302,423,7472,11,222,911,128,13,56,6,45,78,49,9,10,242,3,2,249,749,673,346,476,163,2,573,2,16,35,894,415,139,593,190,325,985
3/1/2000,9,17,2,1,1709,3590,235,329,540,35,635,56,455,2,1325,49,6844,4463,1098,4360,7792,1697,2618,1135,51,2473,6404,383,7602,21,207,962,177,16,39,13,55,63,38,6,3,192,7,7,247,768,620,309,488,182,3,527,2,19,37,933,430,149,540,178,333,1054
4/1/2000,6,2,0,3,1625,3036,245,308,399,26,561,74,352,3,1183,67,6638,3901,948,4259,7325,1500,2513,1044,60,2094,5689,440,6938,10,193,968,140,26,30,4,41,68,42,15,5,133,3,4,241,620,647,328,457,162,0,522,6,17,30,832,352,132,575,195,312,1046
5/1/2000,11,12,2,0,1553,2834,211,271,434,25,620,65,373,5,1184,65,6926,4260,1164,4380,7716,1884,2450,1050,66,2311,6076,463,7557,10,266,1023,149,25,43,3,126,65,55,14,4,103,4,2,199,769,577,223,392,219,0,533,4,45,39,848,369,147,488,151,398,1022
6/1/2000,9,13,0,1,1531,2971,189,281,423,26,614,93,397,7,1142,61,6731,4146,1102,4378,7456,1880,2388,868,82,2375,5813,487,7191,20,178,1011,161,25,29,3,76,104,59,10,6,68,11,2,257,723,617,277,394,214,2,537,5,25,31,846,400,148,504,184,518,1161
7/1/2000,7,12,0,2,1646,2987,203,283,457,23,642,64,372,6,1274,47,6803,4250,1057,4684,8295,1894,2656,1004,83,2426,5994,585,8262,14,198,856,169,28,30,11,77,80,47,14,11,59,4,0,233,723,645,294,412,220,1,518,4,17,30,843,387,158,525,169,507,1067
8/1/2000,15,5,2,1,1574,3119,217,276,473,48,552,63,345,4,1247,62,6873,4126,1040,4353,7935,1905,2511,928,56,2186,5990,592,7960,20,194,931,145,26,41,23,109,77,58,7,7,86,12,0,219,843,612,280,416,224,0,436,4,27,27,862,369,154,493,187,481,1115
9/1/2000,7,11,1,0,1553,3059,224,229,393,37,497,46,350,4,1169,64,6648,3872,750,4297,7230,1684,2693,1315,50,2119,6307,652,7924,18,151,781,117,19,22,9,52,71,33,6,2,66,3,2,197,678,581,327,404,183,0,468,2,6,28,860,386,123,503,116,201,1107
10/1/2000,10,10,0,0,1667,3302,234,321,466,21,514,66,359,5,1244,76,7237,4520,1063,4642,8200,1882,2732,1205,69,2503,6692,614,9124,21,201,882,136,24,41,10,42,67,29,7,4,138,2,1,244,752,655,351,480,223,1,740,10,12,24,949,400,122,490,154,294,1168
11/1/2000,8,12,0,2,1709,3410,233,285,482,29,568,100,365,6,1282,75,6945,4366,1050,4696,7728,1947,2709,939,55,2707,6156,519,8096,21,196,905,154,30,42,5,80,76,98,8,8,134,3,4,224,778,571,314,458,221,0,708,2,28,23,1006,504,171,524,174,574,1163
12/1/2000,13,12,1,1,2168,3677,243,294,419,20,589,79,334,1,1213,84,6670,4228,961,4170,7041,1815,2811,1173,48,2303,6135,508,7813,19,220,899,166,49,37,4,83,70,31,15,3,194,0,3,189,726,568,350,530,203,1,820,3,9,35,1096,445,142,658,182,397,1330
1/1/2001,9,16,3,0,2246,3617,309,330,462,43,705,79,453,5,1386,63,7982,4673,1341,4601,7534,1919,3081,1388,71,2829,6966,598,7924,26,190,923,172,40,56,4,38,80,41,12,5,228,6,1,215,794,663,372,557,243,1,521,6,6,32,1083,591,172,723,166,438,1650
2/1/2001,13,19,0,1,2021,3503,275,372,529,36,756,74,605,4,1366,82,6640,4199,1164,4445,6394,1660,2548,1126,70,2410,6109,452,7257,36,130,1123,160,46,44,12,62,82,49,19,7,231,23,3,247,847,599,367,539,273,1,642,1,81,40,1014,514,147,635,146,439,1129
3/1/2001,7,11,1,0,1899,3713,298,344,553,33,812,83,599,2,1456,79,6427,4650,1045,5040,7365,1671,2532,1165,72,2618,6472,535,7645,65,88,1297,215,31,52,34,42,112,51,16,5,188,1,4,288,847,602,366,528,229,1,676,12,115,37,1024,535,183,680,156,525,1316
4/1/2001,9,18,0,5,1726,3190,234,291,401,28,636,114,467,5,1296,63,6323,4398,981,4373,6907,1605,2281,1189,77,2611,6180,529,7507,46,95,1084,154,39,33,19,31,76,52,20,3,103,3,2,206,803,514,369,462,225,0,682,8,75,36,946,565,171,548,144,517,1350
5/1/2001,10,15,1,0,1611,3148,230,307,390,37,667,79,432,3,1331,81,7012,4318,989,4828,7888,1929,2380,1174,110,2964,6291,592,7564,35,112,1592,199,45,56,29,71,116,65,17,4,104,12,3,259,805,541,291,397,228,0,537,3,22,29,977,554,180,484,167,711,1255
6/1/2001,12,9,0,0,1722,3322,248,305,423,31,616,97,373,3,1284,81,6763,4217,974,4356,7637,1763,2590,1025,72,2691,5960,664,8223,39,92,1456,200,54,53,26,32,80,125,27,10,57,3,0,257,884,561,345,474,275,0,580,6,102,18,869,586,230,582,140,575,1469
7/1/2001,8,10,2,0,1694,3034,228,277,376,37,604,101,426,8,1385,87,6662,4684,959,4855,8626,1756,2541,995,59,2830,5882,739,8683,36,81,1140,178,37,31,21,24,80,93,13,14,61,4,3,240,789,587,316,439,246,1,574,3,19,25,900,646,210,515,127,582,1274
8/1/2001,10,13,0,1,1735,3286,264,266,408,41,599,137,361,11,1512,66,6507,4443,970,4658,8444,1812,2549,1587,104,2992,5575,685,8253,44,75,1347,210,26,41,23,42,104,97,27,6,88,4,5,302,878,630,354,495,260,1,641,2,45,34,922,647,214,679,253,722,1308
9/1/2001,10,11,2,1,1872,3506,317,282,438,31,584,108,337,1,1409,98,6110,4175,896,4009,7631,1627,2483,1672,88,2889,5005,626,8542,36,39,1330,189,47,37,33,36,68,76,20,5,83,6,1,272,943,633,361,562,208,6,694,4,30,30,951,603,187,738,205,717,1344
10/1/2001,8,11,1,3,2147,3613,271,360,454,60,576,73,420,7,1487,95,6507,4340,936,4102,8002,1705,2814,1576,73,3093,5476,780,8939,52,70,1231,164,26,27,42,40,86,66,5,2,98,6,2,328,922,645,373,497,234,4,617,6,30,43,1099,635,190,604,221,836,1516
11/1/2001,9,6,1,0,1977,3697,245,323,414,32,524,74,369,5,1413,94,6174,4084,928,4440,7357,1588,2517,1647,57,3029,5298,626,8177,25,66,974,172,17,43,13,30,78,60,12,4,143,2,2,273,825,592,351,501,209,7,752,6,27,38,1006,600,140,599,206,1074,1359
12/1/2001,10,21,0,3,2361,3894,295,248,394,30,558,78,324,3,1307,90,6234,4022,863,4021,6741,1762,2801,1856,71,2709,5089,601,7849,33,64,1038,162,37,35,12,29,83,84,16,3,198,9,4,227,720,597,415,565,227,3,868,5,33,42,1117,659,159,792,192,1000,1554
1/1/2002,11,8,0,1,2402,3725,353,315,462,36,580,80,377,5,1401,100,6366,4023,1073,3831,6767,1728,2785,1935,84,3191,5849,672,7941,43,70,1103,162,40,52,30,31,71,40,15,6,186,2,1,286,763,697,418,621,196,0,782,6,27,42,1123,792,197,843,189,1469,1652
2/1/2002,9,10,1,1,2010,3415,264,343,509,36,529,51,275,7,1386,69,5350,3600,863,3696,6289,1543,2262,1596,64,2953,5016,432,6732,34,73,856,115,31,40,8,37,40,60,26,8,195,3,2,248,681,677,410,488,196,3,892,7,24,28,972,638,180,608,173,1536,1260
3/1/2002,13,9,0,0,2099,3909,263,295,457,30,649,69,279,3,1447,91,6041,3746,872,4294,6910,1701,2534,1737,83,2737,5506,529,7427,20,67,984,143,35,28,6,47,94,68,20,5,227,7,4,226,749,683,417,547,234,2,1013,10,26,20,1006,661,176,650,188,1986,1447
4/1/2002,7,9,0,1,1852,3352,217,335,449,30,607,70,268,5,1336,87,5964,3589,980,3790,6751,1713,2468,1533,65,3174,5217,513,7512,22,72,915,105,34,31,14,37,52,59,20,3,145,2,6,244,793,614,394,421,214,12,919,8,22,23,986,621,189,556,232,1963,1394
5/1/2002,6,9,0,2,1866,3361,224,316,519,32,531,85,329,6,1307,85,5869,3258,984,3618,6620,1931,2389,1618,58,3364,5041,505,6982,22,76,1213,157,45,41,22,52,79,65,27,5,75,12,3,339,789,599,355,424,212,2,882,7,43,28,969,652,196,558,209,2101,1456
6/1/2002,8,15,3,1,1912,3099,260,302,394,25,478,85,258,4,1319,74,5547,3384,851,3332,6225,1787,2289,1460,67,2993,4656,493,7311,7,72,969,134,42,35,3,54,66,55,34,9,53,7,1,233,741,585,368,401,167,1,914,5,38,14,932,579,158,598,245,1902,1368
7/1/2002,6,7,0,0,1881,3088,231,247,377,29,473,92,261,8,1420,99,6020,3445,939,3500,6818,2136,2493,1531,54,3122,4775,647,8066,12,84,836,137,36,33,2,74,62,65,18,5,57,7,1,229,700,608,333,408,203,4,919,6,11,17,851,601,167,507,193,2161,1322
8/1/2002,7,7,0,1,1951,3438,208,311,479,26,460,76,282,6,1462,114,5631,3255,926,3274,6421,2137,2488,1656,68,2872,4780,614,8131,11,88,1089,145,41,62,14,45,55,77,23,4,78,2,4,272,839,622,415,456,205,7,1058,3,15,22,963,614,176,587,183,2176,1421
9/1/2002,9,4,0,1,2101,3542,213,319,495,30,511,73,292,4,1481,97,5777,3274,775,3138,6182,2009,2581,1490,78,2753,4727,644,8569,6,86,940,121,26,33,1,19,38,45,15,5,100,4,6,282,870,713,411,460,188,3,1013,8,30,17,1031,673,172,589,158,2287,1447
10/1/2002,7,8,2,3,2212,3710,233,374,496,25,470,57,258,4,1582,103,5819,3320,1060,3220,6360,2036,2641,1720,77,2614,4837,698,8929,11,105,874,129,42,46,6,71,70,43,30,5,115,8,1,253,863,731,425,470,194,6,1290,9,45,28,1073,723,156,582,209,2405,1627
